,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_True,Side_S,Side_nan,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_nan,GroupSize,RoomService,FoodCourt,ShoppingMall,VRDeck,Age
47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3573390772885221,-0.2692700524927407,-0.16440563386881885,0.30837280941978046,-0.3279590781914154
48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.33407724046587367,0.2916647450720596,-0.3121728466002849,-0.2467119448210551,0.02839501393415844
49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.365698407360508,-0.28317752681252917,-0.30856876824098084,1.0285264993240717,-0.6130423518918746
50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-1.682104628268596
51,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-0.4705007150416449
52,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.232406982613169,1.6181728909071187,-0.3121728466002849,1.7422068976337173,-0.8981256255923337
53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-1.5395629914183666
54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3573390772885221,-0.28383978749442385,0.7167915249810209,-0.2467119448210551,0.5272907429099618
55,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28090732772839155,-0.07522767269759728,3.8415274624976306,-0.16822328423598068,-0.18541744134118587
56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.32888510897960654,0.05656220299944553,-0.31037080742063283,-0.2467119448210551,0.8123740166104209
57,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,0.02839501393415844
58,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-1.8959170835439403
59,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.2707305169229855,-0.017610993372759457,-0.3121728466002849,0.16515123288825295,-0.3992298966165302
60,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-2.03845872039417
61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3573390772885221,5.579154029319244,10.694682462714278,2.603963841170875,0.09966583235927319
62,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3573390772885221,-0.2547003174910576,-0.2707259454682883,-0.2467119448210551,1.9527071114122572
63,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,0.5272907429099618
64,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,1.9527071114122572
65,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.30416916455104,-0.28383978749442385,0.6266895659984197,-0.06626894162031698,-0.6843131703169893
66,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,0.7411031981853061
67,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3540159577424295,-0.26662100976516195,-0.045471048011785274,-0.2467119448210551,0.6698323797601914
68,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-0.18541744134118587
69,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3573390772885221,0.02278690822281648,-0.3121728466002849,0.2266475030373834,0.4560199244848471
70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0250786538860133,-0.28383978749442385,-0.3121728466002849,-0.13666598771208477,-0.18541744134118587
71,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3573390772885221,-0.28383978749442385,0.9582647750543921,-0.2467119448210551,0.170936650784388
72,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3573390772885221,-0.28185300544873976,-0.3121728466002849,-0.2467119448210551,0.6698323797601914
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3573390772885221,-0.2765549199935823,-0.3121728466002849,0.7016252737944834,-0.11414662291607111
74,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,0.09966583235927319
75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3573390772885221,0.2274254589282749,-0.3121728466002849,-0.2467119448210551,-0.4705007150416449
76,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,0.02839501393415844
77,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-2.03845872039417
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-1.4682921729932519
79,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-1.8246462651188255
80,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-0.11414662291607111
81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-1.3970213545681371
82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24414556055424447,-0.2739058772660035,-0.3121728466002849,0.11741070737774377,0.02839501393415844
83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8988001111344931,-0.2070175483946401,-0.3121728466002849,-0.19978058075987656,-0.7555839887421041
84,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.030011801998397755,-0.28383978749442385,1.8052231894908433,-0.2467119448210551,-0.4705007150416449
85,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.34736971865024424,-0.2765549199935823,2.2178901616311566,-0.2467119448210551,-0.3279590781914154
86,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-0.25668825976630066
87,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0763280234765665,-0.28383978749442385,0.05904722440803212,-0.2467119448210551,0.5272907429099618
88,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-1.0406672624425632
89,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-0.3279590781914154
90,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.3573390772885221,-0.10171809997338478,-0.3121728466002849,-0.11481862858015682,-0.18541744134118587
91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.41580418392578,-0.28251526613063443,0.12392063487550499,-0.2467119448210551,0.02839501393415844
92,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2842304472744842,-0.28383978749442385,0.7059792899031088,-0.23214703873310313,0.8123740166104209
93,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30250760477799365,-0.28383978749442385,-0.3121728466002849,0.7186176642304273,0.5272907429099618
94,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8339992799856868,0.05788672436323491,-0.3049646898816768,1.7268328300964346,1.2399989271611096
95,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.5550085619580365,-0.2705945738565301,-0.3121728466002849,-0.21353632539849784,0.9549156534606503
96,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-0.3992298966165302
97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8738767145387984,-0.2758926593116876,-0.31037080742063283,-0.2467119448210551,-0.6843131703169893
98,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35235439796938317,2.2546054062079133,14.280740430221805,-0.2467119448210551,-0.25668825976630066
99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-0.4705007150416449
100,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,0.4560199244848471
101,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.3573390772885221,16.453474426030013,-0.3121728466002849,1.1401907793317034,0.7411031981853061
102,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,0.9549156534606503
103,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.3573390772885221,0.6711401157977155,-0.3121728466002849,4.963478627419091,0.4560199244848471
104,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,0.02839501393415844
105,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9486469043258826,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-0.6130423518918746
106,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-0.25668825976630066
107,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,0.5272907429099618
108,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.889607702617863,-0.28383978749442385,-0.27252798464794037,-0.2467119448210551,0.7411031981853061
109,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-0.3992298966165302
110,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3573390772885221,-0.28383978749442385,-0.3121728466002849,-0.2467119448210551,-0.6843131703169893
111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3573390772885221,-0.28383978749442385,-0.17161379058742696,-0.1835973517732633,1.5250822008615685
112,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3573390772885221,-0.28383978749442385,0.9997116761863886,-0.2467119448210551,0.8836448350355356
113,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.35567751751547577,-0.28383978749442385,4.803816384431812,-0.2467119448210551,-0.6843131703169893
114,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.04828895950190723,-0.28383978749442385,-0.3121728466002849,-0.16579579988798868,-0.6130423518918746
